municipio,regiao,ano,tipo_crime,quantidade,fonte
Jardim Alegre,RGI de Ivaiporã,2018,Crimes de Roubo,15.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Crimes de Roubo,16.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Crimes de Roubo,8.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2021,Crimes de Roubo,9.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Crimes de Roubo,9.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2023,Crimes de Roubo,1.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Crimes de Roubo,8.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2018,Furtos de Veículos,15.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Furtos de Veículos,10.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Furtos de Veículos,8.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2021,Furtos de Veículos,6.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Furtos de Veículos,7.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2023,Furtos de Veículos,8.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Furtos de Veículos,4.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2018,Ocorrências Envolvendo Tráfico de Drogas,5.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Ocorrências Envolvendo Tráfico de Drogas,19.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Ocorrências Envolvendo Tráfico de Drogas,19.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2021,Ocorrências Envolvendo Tráfico de Drogas,40.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Ocorrências Envolvendo Tráfico de Drogas,14.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2023,Ocorrências Envolvendo Tráfico de Drogas,17.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Ocorrências Envolvendo Tráfico de Drogas,12.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,20.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,27.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,9.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,37.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,22.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2023,Ocorrências Envolvendo Uso/Consumo de Drogas,19.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,24.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2018,Perturbação do Sossego/Tranquilidade,5.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Perturbação do Sossego/Tranquilidade,24.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Perturbação do Sossego/Tranquilidade,34.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2021,Perturbação do Sossego/Tranquilidade,29.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Perturbação do Sossego/Tranquilidade,17.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2023,Perturbação do Sossego/Tranquilidade,19.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Perturbação do Sossego/Tranquilidade,11.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2018,Roubos de Veículos,3.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2019,Roubos de Veículos,1.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2020,Roubos de Veículos,2.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2022,Roubos de Veículos,1.0,Crimes gerais
Jardim Alegre,RGI de Ivaiporã,2024,Roubos de Veículos,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Armas de Fogo Apreendidas,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Armas de Fogo Apreendidas,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Armas de Fogo Apreendidas,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Armas de Fogo Apreendidas,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Armas de Fogo Apreendidas,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Crimes de Ameaça,13.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Crimes de Ameaça,11.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Crimes de Ameaça,9.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Crimes de Ameaça,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Crimes de Ameaça,17.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Crimes de Ameaça,14.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Crimes de Ameaça,25.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Crimes de Estelionato,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Crimes de Estelionato,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Crimes de Estelionato,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Crimes de Estelionato,5.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Crimes de Estelionato,14.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Crimes de Estelionato,16.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Crimes de Estupro,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Crimes de Estupro,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Crimes de Estupro,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Crimes de Estupro,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Crimes de Furto,23.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Crimes de Furto,16.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Crimes de Furto,9.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Crimes de Furto,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Crimes de Furto,16.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Crimes de Furto,11.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Crimes de Furto,8.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Crimes de Lesão Corporal,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Crimes de Lesão Corporal,9.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Crimes de Lesão Corporal,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Crimes de Lesão Corporal,5.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Crimes de Lesão Corporal,6.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Crimes de Lesão Corporal,5.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Crimes de Lesão Corporal,15.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Crimes de Roubo,4.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Crimes de Roubo,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Furtos de Veículos,2.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Furtos de Veículos,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Furtos de Veículos,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Furtos de Veículos,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Ocorrências Envolvendo Tráfico de Drogas,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2019,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2020,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2021,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2022,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2023,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2024,Perturbação do Sossego/Tranquilidade,1.0,Crimes gerais
Jardim Olinda,RGI de Paranacity - Colorado,2018,Roubos de Veículos,1.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Armas de Fogo Apreendidas,19.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Armas de Fogo Apreendidas,2.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Armas de Fogo Apreendidas,12.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Armas de Fogo Apreendidas,4.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Armas de Fogo Apreendidas,18.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Armas de Fogo Apreendidas,8.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Armas de Fogo Apreendidas,8.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Ameaça,70.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Ameaça,62.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Ameaça,96.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Ameaça,114.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Ameaça,93.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Ameaça,142.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Ameaça,139.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Estelionato,10.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Estelionato,11.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Estelionato,31.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Estelionato,52.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Estelionato,78.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Estelionato,87.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Estelionato,79.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Estupro,4.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Estupro,4.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Estupro,4.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Estupro,5.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Estupro,2.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Estupro,11.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Estupro,6.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Furto,121.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Furto,134.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Furto,131.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Furto,143.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Furto,140.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Furto,240.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Furto,97.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Lesão Corporal,75.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Lesão Corporal,82.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Lesão Corporal,91.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Lesão Corporal,98.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Lesão Corporal,73.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Lesão Corporal,96.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Lesão Corporal,98.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Crimes de Roubo,41.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Crimes de Roubo,27.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Crimes de Roubo,26.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Crimes de Roubo,36.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Crimes de Roubo,23.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Crimes de Roubo,7.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Crimes de Roubo,11.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Furtos de Veículos,12.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Furtos de Veículos,7.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Furtos de Veículos,12.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Furtos de Veículos,13.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Furtos de Veículos,10.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Furtos de Veículos,17.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Furtos de Veículos,11.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Ocorrências Envolvendo Tráfico de Drogas,32.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Ocorrências Envolvendo Tráfico de Drogas,37.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Ocorrências Envolvendo Tráfico de Drogas,30.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Ocorrências Envolvendo Tráfico de Drogas,49.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Ocorrências Envolvendo Tráfico de Drogas,59.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Ocorrências Envolvendo Tráfico de Drogas,39.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Ocorrências Envolvendo Tráfico de Drogas,51.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,6.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,5.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,9.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,7.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Ocorrências Envolvendo Uso/Consumo de Drogas,8.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,16.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Perturbação do Sossego/Tranquilidade,11.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Perturbação do Sossego/Tranquilidade,16.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Perturbação do Sossego/Tranquilidade,35.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Perturbação do Sossego/Tranquilidade,52.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Perturbação do Sossego/Tranquilidade,58.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Perturbação do Sossego/Tranquilidade,64.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Perturbação do Sossego/Tranquilidade,62.0,Crimes gerais
Jataizinho,RGI de Londrina,2018,Roubos de Veículos,13.0,Crimes gerais
Jataizinho,RGI de Londrina,2019,Roubos de Veículos,5.0,Crimes gerais
Jataizinho,RGI de Londrina,2020,Roubos de Veículos,1.0,Crimes gerais
Jataizinho,RGI de Londrina,2021,Roubos de Veículos,4.0,Crimes gerais
Jataizinho,RGI de Londrina,2022,Roubos de Veículos,1.0,Crimes gerais
Jataizinho,RGI de Londrina,2023,Roubos de Veículos,3.0,Crimes gerais
Jataizinho,RGI de Londrina,2024,Roubos de Veículos,3.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Armas de Fogo Apreendidas,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Armas de Fogo Apreendidas,1.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Armas de Fogo Apreendidas,12.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Armas de Fogo Apreendidas,8.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Armas de Fogo Apreendidas,5.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Armas de Fogo Apreendidas,3.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Ameaça,61.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Crimes de Ameaça,51.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Ameaça,53.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Ameaça,57.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Ameaça,57.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Ameaça,52.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Ameaça,78.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Estelionato,19.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Crimes de Estelionato,16.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Estelionato,28.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Estelionato,38.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Estelionato,58.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Estelionato,79.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Estelionato,107.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Estupro,4.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Crimes de Estupro,4.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Estupro,4.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Estupro,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Estupro,5.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Estupro,12.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Estupro,6.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Furto,116.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Crimes de Furto,65.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Furto,67.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Furto,84.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Furto,106.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Furto,114.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Furto,52.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Lesão Corporal,38.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Crimes de Lesão Corporal,36.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Lesão Corporal,21.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Lesão Corporal,35.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Lesão Corporal,32.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Lesão Corporal,60.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Lesão Corporal,85.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Crimes de Roubo,7.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Crimes de Roubo,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Crimes de Roubo,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Crimes de Roubo,7.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Crimes de Roubo,6.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Crimes de Roubo,3.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Furtos de Veículos,14.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Furtos de Veículos,6.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Furtos de Veículos,6.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Furtos de Veículos,8.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Furtos de Veículos,8.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Furtos de Veículos,13.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Furtos de Veículos,6.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Ocorrências Envolvendo Tráfico de Drogas,7.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Ocorrências Envolvendo Tráfico de Drogas,1.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Ocorrências Envolvendo Tráfico de Drogas,4.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Ocorrências Envolvendo Tráfico de Drogas,4.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Ocorrências Envolvendo Tráfico de Drogas,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Ocorrências Envolvendo Tráfico de Drogas,10.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Ocorrências Envolvendo Tráfico de Drogas,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,3.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,3.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,9.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Ocorrências Envolvendo Uso/Consumo de Drogas,17.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,22.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Perturbação do Sossego/Tranquilidade,28.0,Crimes gerais
Jesuítas,RGI de Toledo,2019,Perturbação do Sossego/Tranquilidade,17.0,Crimes gerais
Jesuítas,RGI de Toledo,2020,Perturbação do Sossego/Tranquilidade,18.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Perturbação do Sossego/Tranquilidade,15.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Perturbação do Sossego/Tranquilidade,9.0,Crimes gerais
Jesuítas,RGI de Toledo,2023,Perturbação do Sossego/Tranquilidade,12.0,Crimes gerais
Jesuítas,RGI de Toledo,2024,Perturbação do Sossego/Tranquilidade,33.0,Crimes gerais
Jesuítas,RGI de Toledo,2018,Roubos de Veículos,5.0,Crimes gerais
Jesuítas,RGI de Toledo,2021,Roubos de Veículos,2.0,Crimes gerais
Jesuítas,RGI de Toledo,2022,Roubos de Veículos,1.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2018,Armas de Fogo Apreendidas,3.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2019,Armas de Fogo Apreendidas,3.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2020,Armas de Fogo Apreendidas,2.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2021,Armas de Fogo Apreendidas,9.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2022,Armas de Fogo Apreendidas,1.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2023,Armas de Fogo Apreendidas,6.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2024,Armas de Fogo Apreendidas,4.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2018,Crimes de Ameaça,176.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2019,Crimes de Ameaça,181.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2020,Crimes de Ameaça,130.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2021,Crimes de Ameaça,114.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2022,Crimes de Ameaça,93.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2023,Crimes de Ameaça,89.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2024,Crimes de Ameaça,118.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2018,Crimes de Estelionato,14.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2019,Crimes de Estelionato,30.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2020,Crimes de Estelionato,49.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2021,Crimes de Estelionato,75.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2022,Crimes de Estelionato,99.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2023,Crimes de Estelionato,99.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2024,Crimes de Estelionato,98.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2018,Crimes de Estupro,5.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2019,Crimes de Estupro,8.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2020,Crimes de Estupro,2.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2021,Crimes de Estupro,1.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2022,Crimes de Estupro,4.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2023,Crimes de Estupro,18.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2024,Crimes de Estupro,9.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2018,Crimes de Furto,190.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2019,Crimes de Furto,178.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2020,Crimes de Furto,115.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2021,Crimes de Furto,134.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2022,Crimes de Furto,140.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2023,Crimes de Furto,106.0,Crimes gerais
Joaquim Távora,RGI de Santo Antônio da Platina,2024,Crimes de Furto,98.0,Crimes gerais
