municipio,regiao,ano,tipo_crime,quantidade,fonte
Francisco Beltrão,RGI de Francisco Beltrão,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,65.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2018,Perturbação do Sossego/Tranquilidade,442.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2019,Perturbação do Sossego/Tranquilidade,430.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2020,Perturbação do Sossego/Tranquilidade,660.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2021,Perturbação do Sossego/Tranquilidade,926.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2022,Perturbação do Sossego/Tranquilidade,637.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2023,Perturbação do Sossego/Tranquilidade,786.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2024,Perturbação do Sossego/Tranquilidade,674.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2018,Roubos de Veículos,12.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2019,Roubos de Veículos,5.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2020,Roubos de Veículos,4.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2021,Roubos de Veículos,7.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2022,Roubos de Veículos,7.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2023,Roubos de Veículos,9.0,Crimes gerais
Francisco Beltrão,RGI de Francisco Beltrão,2024,Roubos de Veículos,2.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Armas de Fogo Apreendidas,24.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Armas de Fogo Apreendidas,12.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Armas de Fogo Apreendidas,13.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Armas de Fogo Apreendidas,13.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Armas de Fogo Apreendidas,13.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Armas de Fogo Apreendidas,23.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Armas de Fogo Apreendidas,44.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Ameaça,132.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Ameaça,119.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Ameaça,119.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Ameaça,124.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Ameaça,151.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Ameaça,163.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Ameaça,178.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Estelionato,11.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Estelionato,19.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Estelionato,16.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Estelionato,39.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Estelionato,53.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Estelionato,72.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Estelionato,65.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Estupro,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Estupro,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Estupro,16.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Estupro,7.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Estupro,8.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Estupro,11.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Estupro,23.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Furto,218.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Furto,201.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Furto,178.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Furto,158.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Furto,152.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Furto,126.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Furto,140.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Lesão Corporal,108.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Lesão Corporal,115.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Lesão Corporal,73.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Lesão Corporal,109.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Lesão Corporal,101.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Lesão Corporal,117.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Lesão Corporal,105.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Crimes de Roubo,26.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Crimes de Roubo,25.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Crimes de Roubo,11.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Crimes de Roubo,9.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Crimes de Roubo,13.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Crimes de Roubo,17.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Crimes de Roubo,19.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Furtos de Veículos,5.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Furtos de Veículos,3.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Furtos de Veículos,7.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Furtos de Veículos,3.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Furtos de Veículos,6.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Furtos de Veículos,3.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Furtos de Veículos,8.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Ocorrências Envolvendo Tráfico de Drogas,8.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Ocorrências Envolvendo Tráfico de Drogas,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Ocorrências Envolvendo Tráfico de Drogas,3.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Ocorrências Envolvendo Tráfico de Drogas,1.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Ocorrências Envolvendo Tráfico de Drogas,7.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Ocorrências Envolvendo Tráfico de Drogas,7.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Ocorrências Envolvendo Tráfico de Drogas,4.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,8.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,2.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,4.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,15.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Ocorrências Envolvendo Uso/Consumo de Drogas,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,10.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Perturbação do Sossego/Tranquilidade,13.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Perturbação do Sossego/Tranquilidade,5.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2020,Perturbação do Sossego/Tranquilidade,12.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Perturbação do Sossego/Tranquilidade,24.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Perturbação do Sossego/Tranquilidade,17.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Perturbação do Sossego/Tranquilidade,22.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Perturbação do Sossego/Tranquilidade,46.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2018,Roubos de Veículos,5.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2019,Roubos de Veículos,5.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2021,Roubos de Veículos,2.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2022,Roubos de Veículos,4.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2023,Roubos de Veículos,6.0,Crimes gerais
General Carneiro,RGI de União da Vitória,2024,Roubos de Veículos,5.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Armas de Fogo Apreendidas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Armas de Fogo Apreendidas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Armas de Fogo Apreendidas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Armas de Fogo Apreendidas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Armas de Fogo Apreendidas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Crimes de Ameaça,15.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Crimes de Ameaça,10.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Crimes de Ameaça,15.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Crimes de Ameaça,22.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Crimes de Ameaça,18.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Ameaça,26.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Crimes de Ameaça,25.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Crimes de Estelionato,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Crimes de Estelionato,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Crimes de Estelionato,5.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Crimes de Estelionato,12.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Crimes de Estelionato,7.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Estelionato,8.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Crimes de Estelionato,13.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Crimes de Estupro,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Crimes de Estupro,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Crimes de Estupro,5.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Crimes de Estupro,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Estupro,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Crimes de Estupro,3.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Crimes de Furto,14.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Crimes de Furto,9.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Crimes de Furto,10.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Crimes de Furto,14.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Crimes de Furto,29.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Furto,15.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Crimes de Furto,19.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Crimes de Lesão Corporal,17.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Crimes de Lesão Corporal,6.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Crimes de Lesão Corporal,11.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Crimes de Lesão Corporal,14.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Crimes de Lesão Corporal,19.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Lesão Corporal,10.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Crimes de Lesão Corporal,19.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Crimes de Roubo,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Furtos de Veículos,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Furtos de Veículos,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Furtos de Veículos,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Furtos de Veículos,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Furtos de Veículos,3.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Ocorrências Envolvendo Tráfico de Drogas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Ocorrências Envolvendo Tráfico de Drogas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Ocorrências Envolvendo Tráfico de Drogas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Ocorrências Envolvendo Tráfico de Drogas,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,1.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,4.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,5.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2019,Perturbação do Sossego/Tranquilidade,3.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2020,Perturbação do Sossego/Tranquilidade,3.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2021,Perturbação do Sossego/Tranquilidade,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2022,Perturbação do Sossego/Tranquilidade,2.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2023,Perturbação do Sossego/Tranquilidade,5.0,Crimes gerais
Godoy Moreira,RGI de Ivaiporã,2024,Perturbação do Sossego/Tranquilidade,2.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Armas de Fogo Apreendidas,20.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Armas de Fogo Apreendidas,8.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Armas de Fogo Apreendidas,14.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Armas de Fogo Apreendidas,20.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Armas de Fogo Apreendidas,14.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Armas de Fogo Apreendidas,13.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Armas de Fogo Apreendidas,7.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Ameaça,301.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Ameaça,284.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Ameaça,265.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Ameaça,288.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Ameaça,275.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Ameaça,292.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Ameaça,374.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Estelionato,86.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Estelionato,129.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Estelionato,161.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Estelionato,214.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Estelionato,313.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Estelionato,369.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Estelionato,350.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Estupro,13.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Estupro,23.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Estupro,12.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Estupro,22.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Estupro,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Estupro,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Estupro,28.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Furto,419.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Furto,290.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Furto,318.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Furto,389.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Furto,367.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Furto,229.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Furto,311.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Lesão Corporal,217.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Lesão Corporal,190.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Lesão Corporal,125.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Lesão Corporal,175.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Lesão Corporal,189.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Lesão Corporal,208.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Lesão Corporal,238.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Crimes de Roubo,93.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Crimes de Roubo,46.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Crimes de Roubo,39.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Crimes de Roubo,54.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Crimes de Roubo,50.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Crimes de Roubo,42.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Crimes de Roubo,27.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Furtos de Veículos,24.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Furtos de Veículos,11.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Furtos de Veículos,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Furtos de Veículos,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Furtos de Veículos,10.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Furtos de Veículos,21.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Furtos de Veículos,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Ocorrências Envolvendo Tráfico de Drogas,45.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Ocorrências Envolvendo Tráfico de Drogas,33.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Ocorrências Envolvendo Tráfico de Drogas,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Ocorrências Envolvendo Tráfico de Drogas,14.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Ocorrências Envolvendo Tráfico de Drogas,10.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Ocorrências Envolvendo Tráfico de Drogas,19.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Ocorrências Envolvendo Tráfico de Drogas,25.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Ocorrências Envolvendo Uso/Consumo de Drogas,50.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Ocorrências Envolvendo Uso/Consumo de Drogas,54.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Ocorrências Envolvendo Uso/Consumo de Drogas,49.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Ocorrências Envolvendo Uso/Consumo de Drogas,32.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Ocorrências Envolvendo Uso/Consumo de Drogas,21.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Ocorrências Envolvendo Uso/Consumo de Drogas,37.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Ocorrências Envolvendo Uso/Consumo de Drogas,62.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Perturbação do Sossego/Tranquilidade,54.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Perturbação do Sossego/Tranquilidade,55.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Perturbação do Sossego/Tranquilidade,44.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Perturbação do Sossego/Tranquilidade,42.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Perturbação do Sossego/Tranquilidade,51.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Perturbação do Sossego/Tranquilidade,57.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Perturbação do Sossego/Tranquilidade,82.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2018,Roubos de Veículos,32.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2019,Roubos de Veículos,11.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2020,Roubos de Veículos,7.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2021,Roubos de Veículos,17.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2022,Roubos de Veículos,5.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2023,Roubos de Veículos,5.0,Crimes gerais
Goioerê,RGI de Campo Mourão,2024,Roubos de Veículos,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Armas de Fogo Apreendidas,12.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Armas de Fogo Apreendidas,7.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Armas de Fogo Apreendidas,15.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Armas de Fogo Apreendidas,9.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Armas de Fogo Apreendidas,7.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Armas de Fogo Apreendidas,4.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Armas de Fogo Apreendidas,4.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Ameaça,42.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Ameaça,47.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Ameaça,65.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Ameaça,38.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Crimes de Ameaça,58.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Ameaça,64.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Ameaça,53.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Estelionato,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Estelionato,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Estelionato,14.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Estelionato,15.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Crimes de Estelionato,23.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Estelionato,28.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Estelionato,32.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Estupro,5.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Estupro,5.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Estupro,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Estupro,3.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Crimes de Estupro,7.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Estupro,6.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Estupro,6.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Furto,48.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Furto,33.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Furto,26.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Furto,31.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Crimes de Furto,22.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Furto,23.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Furto,29.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Lesão Corporal,13.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Lesão Corporal,35.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Lesão Corporal,32.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Lesão Corporal,24.0,Crimes gerais
Goioxim,RGI de Guarapuava,2022,Crimes de Lesão Corporal,23.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Lesão Corporal,40.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Lesão Corporal,40.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Crimes de Roubo,4.0,Crimes gerais
Goioxim,RGI de Guarapuava,2019,Crimes de Roubo,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2020,Crimes de Roubo,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Crimes de Roubo,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Crimes de Roubo,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2024,Crimes de Roubo,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2018,Furtos de Veículos,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2021,Furtos de Veículos,1.0,Crimes gerais
Goioxim,RGI de Guarapuava,2023,Furtos de Veículos,1.0,Crimes gerais
